order_item_id,order_id,product_id,quantity
1663,656,9,3
1664,656,20,1
1665,656,22,5
1666,657,11,5
1667,657,24,2
1668,657,30,2
1669,657,26,1
1670,658,11,1
1671,658,26,5
1672,658,2,5
1673,659,3,2
1674,659,13,4
1675,659,9,1
1676,659,6,1
1677,660,6,4
1678,660,13,3
1679,661,4,4
1680,661,10,4
1681,662,29,2
1682,662,22,3
1683,662,20,1
1684,663,17,4
1685,663,7,4
1686,663,16,4
1687,664,19,1
1688,664,20,4
1689,664,14,3
1690,665,14,4
1691,665,21,1
1692,666,17,3
1693,667,22,2
1694,667,8,4
1695,667,21,5
1696,667,23,5
1697,668,10,4
1698,669,3,3
1699,669,30,2
1700,669,26,2
1701,669,16,3
1702,670,17,3
1703,670,14,5
1704,671,18,1
1705,672,17,1
1706,673,14,5
1707,673,4,3
1708,673,15,3
1709,673,22,3
1710,674,25,5
1711,675,4,4
1712,676,26,4
1713,676,6,1
1714,677,14,3
1715,678,19,4
1716,678,24,5
1717,678,15,3
1718,679,30,2
1719,679,28,2
1720,679,26,2
1721,680,24,5
1722,681,28,4
1723,681,22,5
1724,681,4,1
1725,682,13,1
1726,683,6,4
1727,684,23,5
1728,684,13,4
1729,684,28,3
1730,684,22,5
1731,685,23,3
1732,685,22,1
1733,685,13,2
1734,686,1,1
1735,686,7,1
1736,687,28,2
1737,687,1,4
1738,688,21,4
1739,688,8,5
1740,689,3,4
1741,689,10,2
1742,690,14,2
1743,690,1,4
1744,690,4,4
1745,690,6,4
1746,691,28,4
1747,692,7,5
1748,692,10,4
1749,693,11,1
1750,694,21,4
1751,695,28,5
1752,695,16,5
1753,695,24,3
1754,695,19,1
1755,696,13,5
1756,696,16,4
1757,696,17,2
1758,696,19,1
1759,697,14,5
1760,698,18,4
1761,698,3,4
1762,698,9,1
1763,699,20,4
1764,699,21,1
1765,699,12,2
1766,699,15,3
1767,700,16,4
1768,700,12,2
1769,701,19,3
1770,701,30,5
1771,702,5,4
1772,702,29,4
1773,702,10,3
1774,702,24,4
1775,703,20,3
1776,703,7,1
1777,704,5,4
1778,704,6,1
1779,704,7,4
1780,704,20,4
1781,705,8,1
1782,705,7,1
1783,705,18,3
1784,706,12,2
1785,706,22,5
1786,706,6,1
1787,707,11,4
1788,708,20,2
1789,709,18,2
1790,710,9,1
1791,710,11,5
1792,710,26,3
1793,710,12,2
1794,711,23,1
1795,712,26,1
1796,712,15,1
1797,712,27,5
1798,712,25,5
1799,713,27,5
1800,714,17,1
1801,715,21,2
1802,715,4,3
1803,716,24,4
1804,716,10,5
1805,717,24,3
1806,717,28,3
1807,717,4,2
1808,717,5,1
1809,718,15,1
1810,718,14,2
1811,719,11,1
1812,719,10,3
1813,719,17,3
1814,719,6,4
1815,720,21,2
1816,720,22,5
1817,720,8,4
1818,721,5,4
1819,721,26,4
1820,722,29,3
1821,722,15,1
1822,722,28,4
1823,722,17,2
1824,723,23,5
1825,724,3,3
1826,725,13,4
1827,725,25,1
1828,725,6,4
1829,726,22,2
1830,727,21,5
1831,728,14,5
1832,728,13,3
1833,728,29,3
1834,729,1,5
1835,729,27,5
1836,729,9,2
1837,730,15,5
1838,730,21,5
1839,730,7,5
1840,730,29,4
1841,731,29,4
1842,731,26,2
1843,731,21,3
1844,732,2,5
1845,733,13,2
1846,733,24,5
1847,733,29,5
1848,734,7,5
1849,734,3,3
1850,734,17,5
1851,735,25,1
1852,735,21,1
1853,735,6,5
1854,736,8,3
1855,736,27,4
1856,736,25,5
1857,737,24,1
1858,738,9,3
1859,738,21,1
1860,738,17,1
1861,739,15,3
1862,740,15,3
1863,741,26,5
1864,741,24,5
1865,742,12,3
1866,742,10,5
1867,743,23,5
1868,743,13,2
1869,744,11,5
1870,745,27,3
1871,745,25,4
1872,746,5,4
1873,747,3,2
1874,747,2,4
1875,747,14,2
1876,747,29,4
1877,748,12,5
1878,749,19,4
1879,749,18,3
1880,749,17,5
1881,749,25,4
1882,750,15,4
1883,750,23,2
1884,750,30,2
1885,750,16,5
1886,751,16,4
1887,751,23,2
1888,752,23,2
1889,753,16,5
1890,753,2,3
1891,753,24,1
1892,753,6,5
1893,754,4,1
1894,754,12,5
1895,754,19,2
1896,754,10,1
1897,755,10,1
1898,755,12,2
1899,755,16,2
1900,756,2,3
1901,756,30,2
1902,756,29,2
1903,756,10,4
1904,757,4,5
1905,758,3,4
1906,758,28,4
1907,758,2,5
1908,759,19,3
1909,759,15,4
1910,759,29,4
1911,760,25,5
1912,760,5,4
1913,761,22,3
1914,761,15,1
1915,761,5,5
1916,761,28,5
1917,762,13,5
1918,762,8,1
1919,762,29,4
1920,762,11,3
1921,763,28,2
1922,764,19,3
1923,765,21,5
1924,766,7,5
1925,767,19,5
1926,768,25,5
1927,768,16,1
1928,769,22,5
1929,770,1,2
1930,770,9,2
1931,771,3,3
1932,771,26,4
1933,771,18,5
1934,771,20,1
1935,772,28,4
1936,772,30,2
1937,772,1,4
1938,772,11,1
1939,773,13,1
1940,773,9,1
1941,773,3,5
1942,774,10,2
1943,774,5,3
1944,775,5,3
1945,776,22,3
1946,776,6,2
1947,776,2,1
1948,776,20,1
1949,777,13,2
1950,777,4,4
1951,777,11,3
1952,778,13,1
1953,778,27,1
1954,778,29,2
1955,779,25,5
1956,779,20,2
1957,780,17,3
1958,780,25,1
1959,780,13,3
1960,780,4,4
1961,781,3,2
1962,781,16,1
1963,781,1,3
1964,781,14,5
1965,782,8,5
1966,783,10,4
1967,783,19,4
1968,784,28,5
1969,785,26,3
1970,785,5,5
1971,786,26,5
1972,786,8,4
1973,787,2,5
1974,787,1,3
1975,787,27,2
1976,787,15,1
1977,788,30,4
1978,789,20,4
1979,789,9,3
1980,789,27,2
1981,790,2,5
1982,790,6,5
1983,790,24,1
1984,791,3,1
1985,791,13,2
1986,791,23,5
1987,792,29,5
1988,792,14,5
1989,792,7,3
1990,793,21,4
1991,793,9,3
1992,793,25,2
1993,794,11,5
1994,794,7,3
1995,794,15,1
1996,795,21,1
1997,795,30,5
1998,796,1,4
1999,796,29,5
2000,796,22,4
2001,796,6,4
2002,797,26,1
2003,798,29,4
2004,799,12,4
2005,800,13,1
2006,800,6,1
2007,800,27,4
2008,801,30,1
2009,801,7,2
2010,801,15,1
2011,802,22,3
2012,802,30,2
2013,802,23,1
2014,803,26,2
2015,803,23,4
2016,803,8,3
2017,804,9,4
2018,805,1,4
2019,805,7,1
2020,806,19,2
2021,806,17,5
2022,806,16,2
2023,807,3,2
2024,807,19,1
2025,808,9,5
2026,808,30,2
2027,809,7,1
2028,809,28,5
2029,809,22,5
2030,810,22,4
2031,810,18,1
2032,810,29,4
2033,811,28,3
2034,812,28,5
2035,812,14,4
2036,812,9,4
2037,812,4,3
2038,813,29,2
2039,814,9,4
2040,815,11,3
2041,815,1,1
2042,815,13,5
2043,815,7,1
2044,816,23,1
2045,816,14,2
2046,817,6,3
2047,817,11,1
2048,818,1,4
2049,819,26,3
2050,819,1,3
2051,819,19,2
2052,819,21,1
2053,820,8,3
2054,820,11,5
2055,820,27,2
2056,820,2,1
2057,821,25,5
2058,821,4,1
2059,821,21,1
2060,821,15,1
2061,822,13,3
2062,823,26,2
2063,824,30,4
2064,825,10,5
2065,826,3,5
2066,826,4,1
2067,826,22,3
2068,826,2,4
2069,827,4,2
2070,827,20,5
2071,827,25,5
2072,827,14,1
2073,828,13,5
2074,828,15,5
2075,828,26,1
2076,828,14,3
2077,829,15,5
2078,830,19,1
2079,830,7,1
2080,830,4,5
2081,831,19,2
2082,832,21,3
2083,832,17,3
2084,833,16,2
2085,833,24,2
2086,833,20,2
2087,833,15,1
2088,834,5,3
2089,835,17,3
2090,835,21,5
2091,835,25,5
2092,835,12,2
2093,836,16,5
2094,836,10,3
2095,837,12,5
2096,837,1,2
2097,837,17,1
2098,838,17,5
2099,838,27,1
2100,839,12,2
2101,839,7,1
2102,839,21,3
2103,839,30,2
2104,840,23,5
2105,840,15,5
2106,840,20,3
2107,840,11,5
2108,841,14,1
2109,841,11,4
2110,841,6,1
2111,842,8,2
2112,842,30,2
2113,842,1,4
2114,842,21,5
2115,843,8,3
2116,843,16,4
2117,844,13,1
2118,844,6,3
2119,845,3,3
2120,846,18,1
2121,847,10,2
2122,847,15,5
2123,848,2,2
2124,848,1,3
2125,848,7,2
2126,849,29,2
2127,849,9,3
2128,850,6,1
2129,850,7,2
2130,851,30,2
2131,851,4,4
2132,851,1,1
2133,852,30,4
2134,852,7,2
2135,852,10,3
2136,853,22,5
2137,853,6,4
2138,853,17,1
2139,854,5,2
2140,855,7,4
2141,855,18,3
2142,856,20,2
2143,856,14,1
2144,856,21,5
2145,857,28,3
2146,857,18,2
2147,858,8,3
2148,858,2,2
2149,858,21,5
2150,859,7,4
2151,859,24,5
2152,859,3,1
2153,859,26,2
2154,860,25,3
2155,860,29,4
2156,860,21,5
2157,860,17,4
2158,861,11,3
2159,861,23,5
2160,862,23,4
2161,862,16,5
2162,862,9,1
2163,862,19,2
2164,863,29,4
2165,863,7,2
2166,864,7,4
2167,864,10,5
2168,864,14,2
2169,864,29,3
2170,865,18,1
2171,865,3,3
2172,865,5,4
2173,866,8,4
2174,866,19,5
2175,866,2,5
2176,867,14,4
2177,867,15,3
2178,867,12,3
2179,868,1,3
2180,868,6,1
2181,868,15,3
2182,868,8,1
2183,869,27,1
2184,869,17,3
2185,869,18,2
2186,870,4,1
2187,871,2,3
2188,871,18,2
2189,871,7,3
2190,872,10,3
2191,872,24,2
2192,872,27,5
2193,873,28,5
2194,873,25,3
2195,874,25,3
2196,875,27,4
2197,875,12,4
2198,875,26,5
2199,876,16,5
2200,877,28,2
2201,877,13,2
2202,878,16,5
2203,878,8,5
2204,879,24,1
2205,879,27,3
2206,879,15,2
2207,879,11,4
2208,880,7,1
2209,880,15,3
2210,880,28,2
2211,880,18,5
2212,881,10,1
2213,881,24,4
2214,882,11,4
2215,882,8,4
2216,882,14,5
2217,883,11,5
2218,883,19,1
2219,883,1,2
2220,884,11,5
2221,884,19,5
2222,885,13,4
2223,885,7,2
2224,885,3,4
2225,885,18,1
2226,886,19,3
2227,886,15,1
2228,886,21,2
2229,887,22,5
2230,888,2,5
2231,888,27,4
2232,889,6,2
2233,890,30,4
2234,891,7,5
2235,891,8,1
2236,891,10,4
2237,892,12,5
2238,893,6,3
2239,894,13,5
2240,894,6,4
2241,894,4,4
2242,894,5,1
2243,895,29,2
2244,895,28,3
2245,895,7,4
2246,895,5,4
2247,896,20,3
2248,896,19,5
2249,897,17,4
2250,897,23,3
2251,898,1,4
2252,898,5,1
2253,899,20,3
2254,899,26,5
2255,899,8,4
2256,899,17,4
2257,900,19,3
2258,900,2,4
2259,900,24,3
2260,900,3,3
2261,901,20,2
2262,901,27,4
2263,901,26,2
2264,901,28,2
2265,902,15,2
2266,902,13,5
2267,902,30,1
2268,902,22,4
2269,903,8,2
2270,904,29,3
2271,904,21,1
2272,904,18,2
2273,905,14,3
2274,905,25,1
2275,905,18,1
2276,905,4,5
2277,906,14,3
2278,906,15,2
2279,906,6,5
2280,907,15,1
2281,908,21,4
2282,909,11,2
2283,909,24,4
2284,909,13,1
2285,909,28,1
2286,910,4,2
2287,910,23,3
2288,910,30,4
2289,911,15,2
2290,911,3,4
2291,911,18,2
2292,911,22,4
2293,912,27,5
2294,912,6,1
2295,912,1,2
2296,913,4,4
2297,913,18,2
2298,913,24,1
2299,914,22,3
2300,915,15,2
2301,915,12,2
2302,916,29,5
2303,917,15,1
2304,917,23,5
2305,918,13,3
2306,919,2,4
2307,919,20,2
2308,919,1,2
2309,919,25,3
2310,920,7,1
2311,920,3,4
2312,921,1,3
2313,922,22,2
2314,922,3,1
2315,923,24,1
2316,923,6,4
2317,924,27,3
2318,925,18,5
2319,925,21,2
2320,925,7,5
2321,926,14,1
2322,926,4,3
2323,926,8,3
2324,926,7,2
2325,927,13,3
2326,928,13,2
2327,929,8,3
2328,929,3,5
2329,929,22,3
2330,929,27,1
2331,930,29,2
2332,931,10,1
2333,931,25,5
2334,931,20,5
2335,931,16,2
2336,932,4,4
2337,932,20,2
2338,932,11,3
2339,933,21,3
2340,933,25,4
2341,934,11,1
2342,935,13,2
2343,935,17,5
2344,935,21,5
2345,935,24,1
2346,936,1,1
2347,936,20,3
2348,937,24,2
2349,937,14,5
2350,938,2,2
2351,939,16,2
2352,939,10,4
2353,939,7,2
2354,940,8,5
2355,941,24,3
2356,941,29,3
2357,941,11,1
2358,941,5,5
2359,942,21,1
2360,942,27,2
2361,942,10,3
2362,942,25,3
2363,943,7,1
2364,943,18,2
2365,944,20,4
2366,944,28,5
2367,945,6,1
2368,945,15,1
2369,945,21,4
2370,946,7,1
2371,947,7,1
2372,947,5,2
2373,948,8,1
2374,948,17,4
2375,949,10,2
2376,949,6,4
2377,949,24,2
2378,949,7,5
2379,950,10,4
2380,950,19,2
2381,951,28,1
2382,951,26,3
2383,951,16,4
2384,952,6,5
2385,952,16,5
2386,952,15,4
2387,952,14,2
2388,953,1,1
2389,953,25,3
2390,953,13,5
2391,953,14,5
2392,954,18,2
2393,954,24,3
2394,955,15,5
2395,955,10,4
2396,955,13,1
2397,955,18,3
2398,956,23,2
2399,956,16,2
2400,957,1,5
2401,957,28,3
2402,958,13,3
2403,958,30,4
2404,958,14,4
2405,958,24,3
2406,959,14,1
2407,960,13,5
2408,961,7,4
2409,961,25,3
2410,962,17,3
2411,962,23,1
2412,962,16,4
2413,963,24,3
2414,963,8,1
2415,963,16,2
2416,963,2,3
2417,964,22,5
2418,964,5,5
2419,964,9,2
2420,964,8,1
2421,965,25,1
2422,966,13,1
2423,966,23,5
2424,966,19,2
2425,966,29,4
2426,967,27,3
2427,967,14,3
2428,968,19,1
2429,968,10,1
2430,968,24,5
2431,968,14,3
2432,969,9,2
2433,969,24,4
2434,970,1,4
2435,970,6,1
2436,970,27,1
2437,971,25,4
2438,972,21,2
2439,972,10,2
2440,972,24,3
2441,972,14,2
2442,973,7,2
2443,973,16,5
2444,974,15,5
2445,975,6,1
2446,975,7,2
2447,976,9,4
2448,976,29,4
2449,977,28,2
2450,978,10,1
2451,979,4,1
2452,979,9,5
2453,979,3,2
2454,979,11,4
2455,980,22,1
2456,980,25,3
2457,980,4,1
2458,980,1,5
2459,981,4,2
2460,982,13,5
2461,983,30,3
2462,983,16,5
2463,983,25,4
2464,984,12,3
2465,984,22,3
2466,984,29,2
2467,985,22,1
2468,985,13,3
2469,985,20,3
2470,986,1,4
2471,987,24,2
2472,987,27,1
2473,987,29,5
2474,987,30,1
2475,988,23,2
2476,988,25,3
2477,988,27,4
2478,989,17,1
2479,989,14,3
2480,989,22,1
2481,989,7,3
2482,990,26,3
2483,991,8,5
2484,991,20,1
2485,991,16,3
2486,991,13,4
2487,992,22,1
2488,992,28,4
2489,992,23,3
2490,992,29,5
2491,993,23,5
2492,993,5,5
2493,994,5,4
2494,995,10,5
2495,996,6,4
2496,996,29,5
2497,996,15,2
2498,996,4,2
2499,997,6,1
2500,997,25,1
2501,998,23,3
2502,998,1,4
2503,998,6,3
2504,998,30,2
2505,999,22,1
2506,999,16,2
2507,999,29,5
2508,1000,3,2
2509,1000,26,5
2510,1000,23,5
2511,1000,11,1
2512,1001,13,4
2513,1001,30,5
2514,1001,23,4
2515,1002,8,1
2516,1002,9,3
2517,1003,4,1
2518,1004,24,2
2519,1004,19,1
2520,1004,30,5
2521,1005,5,4
2522,1005,28,5
2523,1005,11,1
2524,1006,2,2
2525,1006,19,4
2526,1006,18,4
2527,1007,25,2
2528,1007,12,5
2529,1007,26,5
2530,1008,4,1
2531,1008,13,5
2532,1009,11,2
2533,1009,5,4
2534,1009,27,4
2535,1009,10,2
2536,1010,5,1
2537,1010,24,5
2538,1010,22,3
2539,1011,17,3
2540,1011,23,5
2541,1011,4,4
2542,1012,16,4
2543,1012,10,1
2544,1013,5,2
2545,1013,27,2
2546,1013,23,1
2547,1014,28,4
2548,1014,16,3
2549,1015,1,4
2550,1015,18,3
2551,1016,22,4
2552,1016,16,4
2553,1016,12,1
2554,1016,25,5
2555,1017,10,2
2556,1017,23,5
2557,1017,30,4
2558,1018,5,3
2559,1019,28,3
2560,1020,21,4
2561,1020,6,4
2562,1020,19,3
2563,1020,5,2
2564,1021,7,2
2565,1021,26,1
2566,1022,24,1
2567,1022,28,2
2568,1022,19,4
2569,1023,22,1
2570,1023,27,1
2571,1023,6,3
2572,1023,30,4
2573,1024,2,5
2574,1024,4,3
2575,1025,5,2
2576,1025,21,1
2577,1025,24,1
2578,1025,13,2
2579,1026,16,2
2580,1026,10,4
2581,1026,23,1
2582,1026,20,4
2583,1027,9,1
2584,1027,21,1
2585,1027,15,1
2586,1027,12,1
2587,1028,16,5
2588,1029,1,5
2589,1029,19,5
2590,1030,9,5
2591,1030,23,2
2592,1030,24,4
2593,1030,4,4
2594,1031,10,3
2595,1031,19,1
2596,1031,5,5
2597,1031,4,2
2598,1032,27,5
2599,1032,23,5
2600,1032,1,5
2601,1032,13,4
2602,1033,17,5
2603,1034,25,2
2604,1035,6,5
2605,1036,1,4
2606,1036,18,3
2607,1037,2,2
2608,1038,21,1
2609,1038,6,5
2610,1039,28,1
2611,1039,25,1
2612,1039,2,5
2613,1040,12,4
2614,1040,18,1
2615,1040,6,2
2616,1041,2,3
2617,1041,17,5
2618,1041,29,4
2619,1042,19,3
2620,1042,16,5
2621,1043,20,2
2622,1043,18,1
2623,1043,17,1
2624,1044,2,2
2625,1044,7,3
2626,1045,5,5
2627,1045,20,2
2628,1046,9,5
2629,1046,5,4
2630,1046,24,1
2631,1047,9,2
2632,1047,13,4
2633,1047,21,4
2634,1048,9,4
2635,1049,18,1
2636,1049,7,3
2637,1050,23,5
2638,1050,12,5
2639,1051,14,2
2640,1051,27,3
2641,1052,13,1
2642,1052,1,3
2643,1052,20,1
2644,1052,8,5
2645,1053,22,5
2646,1054,3,3
2647,1054,11,3
2648,1054,21,2
2649,1054,12,2
2650,1055,1,2
2651,1055,4,4
2652,1055,13,1
2653,1056,6,5
2654,1057,19,4
2655,1057,27,1
2656,1057,26,5
2657,1058,23,3
2658,1058,19,5
2659,1058,28,3
2660,1059,29,1
2661,1060,11,4
2662,1060,25,2
2663,1061,26,5
2664,1061,24,5
2665,1061,22,5
2666,1062,16,1
2667,1062,19,5
2668,1062,5,2
2669,1062,9,2
2670,1063,13,3
2671,1063,19,1
2672,1064,23,5
2673,1064,25,4
2674,1064,8,4
2675,1065,15,4
2676,1065,12,5
2677,1066,9,2
2678,1066,14,3
2679,1066,17,1
2680,1067,14,1
2681,1067,25,1
2682,1067,11,1
2683,1068,3,5
2684,1068,6,1
2685,1069,24,3
2686,1070,26,5
2687,1070,28,2
2688,1070,1,4
2689,1070,14,4
2690,1071,13,1
2691,1072,30,1
2692,1072,27,4
2693,1073,8,5
2694,1073,24,5
2695,1073,22,1
2696,1074,6,5
2697,1074,22,2
2698,1074,30,2
2699,1074,29,1
2700,1075,27,3
2701,1075,5,1
2702,1075,17,4
2703,1076,13,3
2704,1076,6,2
2705,1076,12,5
2706,1076,4,1
2707,1077,10,2
2708,1077,16,1
2709,1077,9,5
2710,1078,7,5
2711,1078,30,1
2712,1078,10,4
2713,1078,21,5
2714,1079,2,4
2715,1079,12,3
2716,1079,1,3
2717,1079,20,3
2718,1080,1,3
2719,1081,13,1
2720,1081,12,1
2721,1082,16,5
2722,1082,7,2
2723,1082,3,4
2724,1082,17,1
2725,1083,1,3
2726,1083,5,2
2727,1083,25,4
2728,1083,22,4
2729,1084,10,2
2730,1084,12,5
2731,1084,14,3
2732,1085,15,4
2733,1086,5,4
2734,1086,12,1
2735,1087,29,2
2736,1087,28,1
2737,1087,23,2
2738,1088,2,4
2739,1088,5,3
2740,1088,13,1
2741,1089,22,4
2742,1089,7,3
2743,1090,14,4
2744,1091,26,3
2745,1091,22,4
2746,1091,23,5
2747,1091,5,4
2748,1092,4,1
2749,1092,26,2
2750,1093,12,1
2751,1093,17,2
2752,1094,22,3
2753,1095,20,4
2754,1095,24,3
2755,1095,1,3
2756,1095,14,4
2757,1096,25,4
2758,1097,20,5
2759,1097,5,2
2760,1098,9,1
2761,1098,25,3
2762,1099,22,4
2763,1099,27,2
2764,1100,23,5
2765,1100,26,5
2766,1100,4,2
2767,1100,24,2
2768,1101,8,2
2769,1101,4,4
2770,1102,9,2
2771,1103,14,5
2772,1103,1,2
2773,1104,28,1
2774,1105,14,2
2775,1105,17,2
2776,1105,10,3
2777,1105,23,4
2778,1106,2,1
2779,1106,17,3
2780,1106,14,1
2781,1106,21,3
2782,1107,9,4
2783,1107,12,2
2784,1107,23,3
2785,1108,6,1
2786,1109,2,3
2787,1110,10,3
2788,1110,16,5
2789,1111,14,2
2790,1112,16,3
2791,1112,12,1
2792,1112,11,1
2793,1113,22,5
2794,1114,11,3
2795,1114,12,5
2796,1115,8,2
2797,1115,21,5
2798,1115,9,4
2799,1116,29,1
2800,1117,21,5
2801,1117,24,1
2802,1118,19,2
2803,1119,23,1
2804,1119,15,1
2805,1120,10,2
2806,1120,24,5
2807,1120,16,2
2808,1121,5,2
2809,1122,18,5
2810,1122,23,3
2811,1122,9,3
2812,1122,29,4
2813,1123,30,4
2814,1124,16,4
2815,1125,6,5
2816,1126,23,1
2817,1126,5,5
2818,1126,10,1
2819,1127,24,4
2820,1127,27,4
2821,1128,6,4
2822,1129,18,3
2823,1129,25,2
2824,1129,13,2
2825,1129,20,1
2826,1130,19,5
2827,1130,7,1
2828,1131,17,3
2829,1131,23,2
2830,1131,24,3
2831,1131,9,3
2832,1132,6,2
2833,1133,18,2
2834,1134,2,3
2835,1134,21,2
2836,1134,5,3
2837,1135,21,2
2838,1136,18,1
2839,1136,4,3
2840,1137,11,5
2841,1137,3,3
2842,1137,23,2
2843,1138,29,1
2844,1138,20,1
2845,1138,10,3
2846,1138,11,2
2847,1139,6,5
2848,1139,9,5
2849,1139,1,1
2850,1140,21,5
2851,1140,9,2
2852,1140,28,4
2853,1140,20,2
2854,1141,9,4
2855,1141,7,2
2856,1141,19,4
2857,1142,24,3
2858,1142,14,2
2859,1143,3,2
2860,1143,16,2
2861,1143,6,2
2862,1143,15,5
2863,1144,24,1
2864,1144,6,3
2865,1144,21,2
2866,1144,10,2
2867,1145,22,2
2868,1145,20,1
2869,1145,7,4
2870,1145,3,2
2871,1146,30,5
2872,1146,21,2
2873,1146,13,1
2874,1146,4,5
2875,1147,13,4
2876,1148,4,1
2877,1149,5,2
2878,1150,9,2
2879,1151,26,1
2880,1152,18,3
2881,1153,7,2
2882,1154,25,2
2883,1154,19,3
2884,1154,29,3
2885,1154,15,4
2886,1155,8,5
2887,1155,2,3
2888,1156,1,1
2889,1157,18,3
2890,1158,17,4
2891,1159,1,2
2892,1159,30,1
2893,1160,14,2
2894,1160,13,3
2895,1161,8,4
2896,1161,30,1
2897,1161,29,4
2898,1162,4,1
2899,1162,8,3
2900,1163,3,1
2901,1163,20,3
2902,1163,11,1
2903,1164,20,2
2904,1165,14,3
2905,1165,17,5
2906,1166,22,2
2907,1166,14,3
2908,1167,12,3
2909,1167,29,4
2910,1167,4,3
2911,1168,26,1
2912,1168,30,1
2913,1168,23,2
2914,1169,11,4
2915,1169,5,4
2916,1170,27,4
2917,1170,3,3
2918,1170,4,2
2919,1170,19,1
2920,1171,5,4
2921,1171,6,3
2922,1171,25,3
2923,1172,14,3
2924,1172,16,2
2925,1172,23,2
2926,1172,20,4
2927,1173,18,4
2928,1173,16,1
2929,1173,27,5
2930,1173,8,4
2931,1174,23,2
2932,1174,3,3
2933,1175,7,1
2934,1176,18,1
2935,1176,16,1
2936,1176,5,3
2937,1177,28,2
2938,1177,25,3
2939,1177,27,4
2940,1178,27,5
2941,1178,28,4
2942,1179,7,2
2943,1179,27,1
2944,1180,4,2
2945,1180,23,4
2946,1181,23,4
2947,1182,2,5
2948,1182,23,1
2949,1182,4,4
2950,1183,1,3
2951,1183,5,2
2952,1184,8,1
2953,1185,19,4
2954,1186,25,4
2955,1186,6,2
2956,1187,16,3
2957,1187,14,4
2958,1187,24,1
2959,1188,4,1
2960,1188,5,5
2961,1188,2,2
2962,1189,1,4
2963,1189,13,4
2964,1190,30,3
2965,1190,19,2
2966,1190,17,4
2967,1191,9,5
2968,1191,3,4
2969,1192,24,4
2970,1192,7,5
2971,1193,8,4
2972,1194,27,5
2973,1194,24,5
2974,1195,27,4
2975,1196,11,4
2976,1196,21,2
2977,1196,13,1
2978,1196,27,3
2979,1197,7,3
2980,1197,9,5
2981,1197,4,3
2982,1197,3,1
2983,1198,10,5
2984,1198,6,1
2985,1199,7,5
2986,1200,25,3
